"progressive.vote","girls","child","republican","age","casename","name","area","circuit","year"
1,0,1,1,59,"Easton v. Crossland Mortg. Corp.","Magill, Frank J.","employment","9",1997
1,1,3,0,49,"Renteria v. Prudential Ins. Co. of Am.","Reinhardt, Stephen R.","employment","9",1997
1,2,4,0,56,"Yamaguchi v. United States Dep't of the Air Force","Fletcher, Betty B.","employment","9",1997
1,5,5,0,40,"Gutowsky v. County of Placer","Lay, Donald","employment","9",1997
0,1,2,1,52,"Bradley v. Harcourt, Brace & Co.","Brunetti, Melvin T.","employment","9",1996
1,2,4,0,56,"Eldredge v. Carpenters 46 N. Cal. Counties Joint Apprenticeship & Training Comm.","Fletcher, Betty B.","employment","9",1996
1,1,4,1,58,"Holden v. Canadian Consulate","Leavy, Edward","employment","9",1996
1,1,1,1,56,"Oona by Kate S. v. McCaffrey","Wood, Harlington, Jr.","Title IX","9",1998
0,5,5,0,40,"Planned Parenthood of S. Ariz. v. Lawall","Lay, Donald","abortion","9",2002
1,1,2,1,56,"Santana v. Zilog, Inc.","Wright, Eugene A.","abortion","9",1996
1,1,3,0,49,"Norman-Bloodsaw v. Lawrence Berkeley Lab.","Reinhardt, Stephen R.","pregnancy","9",1998
0,0,0,0,48,"Wilkes v. Wyo. Dep't of Empl. Div. of Labor Stds.","Briscoe, Mary","employment","10",2002
0,2,4,1,39,"Davey v. Lockheed Martin Corp.","Tacha, Deanell R.","employment","10",2002
1,2,4,1,39,"Ferroni v. Teamsters, Chauffeurs & Warehousemen Local No. 222","Tacha, Deanell R.","employment","10",2002
1,3,4,0,39,"Sizova v. Nat'l Inst. of Stds. & Tech.","Seymour, Stephanie Kulp","employment","10",2002
0,2,4,1,48,"Aquilino v. Univ. of Kan.","Ebel, David M.","employment","10",2001
1,3,4,0,39,"Harrison v. Eddy Potash, Inc.","Seymour, Stephanie Kulp","employment","10",2001
1,0,1,0,NA,"Walker v. UPS","Henry, Robert Harlan","employment","10",2001
1,0,1,0,NA,"Mallinson-Montague v. Pocrnick","Henry, Robert Harlan","employment","10",2000
0,2,4,1,39,"Clinger v. New Mexico Highlands Univ.","Tacha, Deanell R.","employment","10",2000
1,0,0,0,48,"Knowlton v. Teltrust Phones, Inc.","Briscoe, Mary","employment","10",1999
1,2,4,1,39,"Bullington v. United Air Lines, Inc.","Tacha, Deanell R.","employment","10",1999
0,1,1,1,53,"Robbins v. Jefferson County Sch. Dist.","Anderson, Stephen H.","employment","10",1999
0,0,2,1,54,"Whitehead v. Oklahoma Gas & Elec. Co.","Brorby, Wade","pregnancy","10",1999
1,3,5,1,52,"O'Shea v. Yellow Tech. Servs.","Kelly, Paul J., Jr.","employment","10",1999
0,3,4,0,39,"Brillhart v. Philips Elecs. N. Am. Corp.","Seymour, Stephanie Kulp","employment","10",1999
1,1,3,1,NA,"Atchley v. Nordam Group, Inc","Porfilio, John","pregnancy","10",1999
1,0,2,1,49,"McCue v. Kansas Department of Human Resources","Baldock, Bobby R.","employment","10",1999
1,3,4,0,39,"Lockard v. Pizza Hut","Seymour, Stephanie Kulp","employment","10",1998
1,0,2,1,54,"Farley v. United States","Brorby, Wade","employment","10",1998
1,3,4,0,39,"Gold v. Local 7 United Food & Commer. Workers Union","Seymour, Stephanie Kulp","employment","10",1998
1,3,4,0,39,"Gudenkauf v. Stauffer Communs.","Seymour, Stephanie Kulp","employment","10",1998
0,1,3,1,NA,"Penry v. Federal Home Loan Bank","Porfilio, John","employment","10",1998
1,2,4,1,48,"Gunnell v. Utah Valley State College","Ebel, David M.","employment","10",1998
1,3,4,0,39,"Jeffries v. Dep't of Soc. & Rehab. Servs.","Seymour, Stephanie Kulp","employment","10",1998
1,2,4,1,39,"Beaird v. Seagate Tech.","Tacha, Deanell R.","employment","10",1998
0,3,5,1,52,"Zinn v. McKune","Kelly, Paul J., Jr.","employment","10",1998
1,0,2,1,54,"Smith v. Norwest Fin. Acceptance","Brorby, Wade","employment","10",1997
0,0,2,1,54,"Sprague v. Thorn Ams.","Brorby, Wade","employment","10",1997
0,3,5,1,52,"Taken v. Oklahoma Corp. Comm'n","Kelly, Paul J., Jr.","employment","10",1997
1,0,0,0,48,"Harrison v. Eddy Potash, Inc.","Briscoe, Mary","employment","10",1997
0,0,2,1,54,"Seymore v. Shawver & Sons","Brorby, Wade","employment","10",1997
1,3,4,0,39,"Coleman v. B-G Maint. Mgmt.","Seymour, Stephanie Kulp","employment","10",1997
0,3,4,0,39,"McKenzie v. Renberg's Inc.","Seymour, Stephanie Kulp","employment","10",1996
0,3,4,0,39,"York v. AT&T","Seymour, Stephanie Kulp","employment","10",1996
0,3,4,0,39,"Jones v. Runyon","Seymour, Stephanie Kulp","employment","10",1996
1,0,2,1,49,"Lowe v. Angelo's Italian Foods","Baldock, Bobby R.","employment","10",1996
1,3,4,0,39,"Murrell v. School Dist. No. 1","Seymour, Stephanie Kulp","Title IX","10",1999
0,3,4,0,39,"Jane L. v. Bangerter","Seymour, Stephanie Kulp","abortion","10",1996
1,1,2,0,48,"EEOC v. Horizon/CMS Healthcare Corp.","Murphy, Michael","pregnancy","10",2000
1,1,3,1,NA,"Atchley v. Nordam Group, Inc","Porfilio, John","pregnancy","10",1999
0,1,2,1,NA,"Holmes v. W. Palm Beach Hous. Auth.","Marcus, Stanley","employment","11",2002
0,1,2,1,46,"Dixon v. Burke County","Tjoflat, Gerald B.","employment","11",2002
0,1,2,1,46,"Williams v. Motorola, Inc.","Tjoflat, Gerald B.","employment","11",2002
1,1,2,1,46,"EEOC v. Joe's Stone Crabs, Inc.","Tjoflat, Gerald B.","employment","11",2002
0,3,4,0,46,"Walker v. Prudential Prop. & Cas. Ins. Co.","Godbold, John","employment","11",2002
0,2,2,1,39,"Rojas v. Florida","Edmondson, James L.","employment","11",2002
0,1,1,1,45,"Cofield v. Goldkist, Inc.","Birch, Stanley F., Jr.","employment","11",2001
0,1,2,1,46,"Pipkins v. City of Temple Terrace","Tjoflat, Gerald B.","employment","11",2001
1,1,1,1,45,"Lipphardt v. Durango Steakhouse of Brandon, Inc.","Birch, Stanley F., Jr.","employment","11",2001
0,0,0,1,49,"Pijnenburg v. W. Ga. Health Sys.","Black, Susan H.","employment","11",2001
1,1,2,1,46,"Perez v. Globe Airport Sec. Servs.","Tjoflat, Gerald B.","employment","11",2001
1,NA,1,1,42,"Roe v. Aware Woman Ctr. for Choice","Carnes, Edward E.","abortion","11",2001
1,2,2,0,NA,"Harrington v. Cleburne County Bd. of Educ.","Wilson, Charles","employment","11",2001
1,1,2,1,46,"Bonner v. Mobile Energy Servs. Co. L.L.C.","Tjoflat, Gerald B.","employment","11",2001
0,0,0,1,49,"Vason v. City of Montgomery","Black, Susan H.","employment","11",2001
1,1,1,1,45,"Durley v. APAC, Inc.","Birch, Stanley F., Jr.","employment","11",2000
0,1,2,1,53,"Johnson v. Booker T. Washington Broad. Serv.","Cox, Emmett R.","employment","11",2000
0,1,2,1,53,"Davis ex rel. Doe v. Dekalb County Sch. Dist.","Cox, Emmett R.","Title IX","11",2000
1,NA,1,1,42,"Stewart v. Booker T. Washington Ins.","Carnes, Edward E.","employment","11",2000
0,2,2,1,39,"Santini v. Cleveland Clinic Fla.","Edmondson, James L.","employment","11",2000
1,2,2,1,39,"Hinson v. Clinch County Bd. of Educ.","Edmondson, James L.","employment","11",2000
0,2,2,1,39,"Succar v. Dade County Sch. Bd.","Edmondson, James L.","employment","11",2000
0,2,2,1,39,"Lee v. GTE Fla., Inc.","Edmondson, James L.","employment","11",2000
1,0,0,1,49,"EEOC v. Joe's Stone Crab, Inc.","Black, Susan H.","employment","11",2000
1,1,1,1,45,"United States EEOC v. W&O Inc.","Birch, Stanley F., Jr.","employment","11",2000
0,NA,3,0,43,"Gupta v. Florida Bd. of Regents","Anderson, R. Lanier, III","employment","11",2000
0,1,2,1,53,"Armindo v. Padlocker, Inc.","Cox, Emmett R.","pregnancy","11",2000
1,1,2,1,53,"Hundertmark v. Florida DOT","Cox, Emmett R.","employment","11",2000
0,1,2,1,53,"O'Connor v. PCA Family Health Plan, Inc.","Cox, Emmett R.","employment","11",2000
0,0,0,1,49,"Spivey v. Beverly Enters.","Black, Susan H.","pregnancy","11",1999
0,NA,NA,NA,NA,"Mendoza v. Borden, Inc.","","employment","11",1999
1,NA,3,0,43,"Garrett v. University of Ala. Bd. of Trustees","Anderson, R. Lanier, III","employment","11",1999
0,1,2,1,53,"Stimpson v. City of Tuscaloosa","Cox, Emmett R.","employment","11",1999
0,2,2,0,47,"Scarfo v. Ginsberg","Hatchett, Joseph W.","employment","11",1999
1,2,2,0,47,"Taylor v. Runyon","Hatchett, Joseph W.","employment","11",1999
1,2,2,0,47,"Lathem v. Department of Children & Youth Servs.","Hatchett, Joseph W.","employment","11",1999
1,1,2,1,46,"Weaver v. Florida Power & Light Co.","Tjoflat, Gerald B.","employment","11",1999
0,2,2,1,39,"Maniccia v. Brown","Edmondson, James L.","employment","11",1999
NA,NA,NA,NA,NA,"Lyes v. City of Riviera Beach","","employment","11",1999
0,NA,3,0,43,"Coates v. Sundor Brands, Inc.","Anderson, R. Lanier, III","employment","11",1999
0,1,2,1,46,"Llampallas v. Mini-Circuits, Inc.","Tjoflat, Gerald B.","employment","11",1998
1,NA,1,1,42,"Crawford v. Babbitt","Carnes, Edward E.","employment","11",1998
1,1,2,1,46,"Arrington v. Cobb County","Tjoflat, Gerald B.","employment","11",1998
0,1,2,1,46,"Mencer v. Hammonds","Tjoflat, Gerald B.","employment","11",1998
1,2,2,0,47,"Paladino v. Avnet Computer Techs.","Hatchett, Joseph W.","employment","11",1998
1,1,3,1,43,"Braddy v. Florida Dep't of Labor & Empl. Sec.","Dubina, Joel F.","employment","11",1998
0,2,2,1,39,"Burrell v. Board of Trustees","Edmondson, James L.","employment","11",1997
1,1,1,1,45,"Carter v. Decisionone Corp.","Birch, Stanley F., Jr.","employment","11",1997
0,NA,3,0,43,"Mays v. United States Postal Serv.","Anderson, R. Lanier, III","employment","11",1997
1,NA,1,1,42,"Merritt v. Dillard Paper Co.","Carnes, Edward E.","employment","11",1997
0,2,2,0,47,"Raney v. Vinson Guard Serv.","Hatchett, Joseph W.","employment","11",1997
0,1,2,1,46,"Fleming v. Boeing Co.","Tjoflat, Gerald B.","employment","11",1997
NA,NA,NA,NA,NA,"Davis v. Monroe County Bd. of Educ.","","Title IX","11",1997
0,1,1,1,45,"Farley v. American Cast Iron Pipe Co.","Birch, Stanley F., Jr.","employment","11",1997
0,NA,NA,NA,NA,"Shahar v. Bowers","","employment","11",1997
NA,NA,NA,NA,NA,"Faragher v. City of Boca Raton","","employment","11",1997
0,2,2,0,47,"Watkins v. Bowden","Hatchett, Joseph W.","employment","11",1997
1,NA,1,1,42,"Pritchard v. Southern Co. Servs.","Carnes, Edward E.","employment","11",1996
0,1,2,1,53,"Armindo v. Padlocker, Inc.","Cox, Emmett R.","pregnancy","11",2000
1,NA,1,1,42,"Roe v. Aware Woman Ctr. for Choice","Carnes, Edward E.","abortion","11",2001
0,0,0,1,46,"McKenzie v. Principi","Henderson, Karen LeCraft","employment","DC",2002
0,1,2,1,47,"Yarber-Butler v. Billington","Randolph, A. Raymond","employment","DC",2002
0,0,1,0,49,"Swallow v. Fetzer Vineyards","Lynch, Sandra","employment","1",2002
0,2,2,1,52,"Ramos-Pena v. New P.R. Marine Mgmt.","Selya, Bruce M.","employment","1",2001
0,NA,4,1,51,"Isles v. Whc Jr./Coc","Torruella del Valle, Juan R.","employment","1",1996
0,2,4,1,47,"Beiter v. Runyon","Meskill, Thomas J.","employment","2",2002
0,2,3,1,47,"Glaser v. Fulton-Montgomery Cmty. College","Oakes, James L.","employment","2",2002
0,0,0,1,56,"Montesano v. Principi","Cardamone, Richard J.","employment","2",2002
0,1,4,1,57,"Vincini v. Am. Bldg. Maint. Co.","McLaughlin, Joseph W.","employment","2",2002
0,2,3,0,NA,"Flaherty v. Metromail Corp.","Calabresi, Guido","employment","2",2002
0,0,0,1,48,"Muscoreil v. Sears, Roebuck & Co.","Jacobs, Dennis G.","employment","2",2002
1,2,3,0,NA,"Boyd v. Thalmann","Calabresi, Guido","employment","2",2002
1,1,4,1,57,"Lee v. Am. Int'l Group, Inc.","McLaughlin, Joseph W.","employment","2",2002
1,1,1,0,NA,"Fitzgerald v. Ford, Marrin, Esposito, Witmeyer & Gleser","Leval, Pierre Nelson","employment","2",2002
0,0,0,1,48,"Owens v. Elmhurst Hosp. Ctr.","Jacobs, Dennis G.","employment","2",2001
0,1,2,0,NA,"Newsome v. Berman","Pooler, Rosemary","employment","2",2001
0,1,1,1,49,"Smith v. State Univ. of N.Y.","Walker, John M., Jr.","employment","2",2001
0,0,0,0,42,"Van Alstyne v. Ackerley Group","Kearse, Amalya Lyle","employment","2",2001
0,NA,NA,1,46,"O'Connor v. Pan Am Corp.","Winter, Ralph K.","employment","2",2001
0,NA,NA,NA,NA,"Jordan v. Bates USA","Van Graafeiland, Ellsworth","employment","2",2001
0,2,4,1,47,"Renz v. Grey Adver.","Meskill, Thomas J.","employment","2",1997
0,0,0,1,56,"Cosgrove v. Sears, Roebuck & Co.","Cardamone, Richard J.","employment","2",1996
1,1,1,0,47,"Gavura v. Pa. State House of Representatives","Sloviter, Dolores K.","employment","3",2002
0,0,1,0,NA,"Delaski v. Merrill Lynch, Pierce, Fenner & Smith, Inc.","Barry, Maryanne","employment","3",2002
0,0,1,0,NA,"Easter v. Grassi","Barry, Maryanne","employment","3",2002
0,1,2,1,40,"Young v. Pennsauken Twp. Sch. Dist.","Alito, Samuel A., Jr.","employment","3",2002
0,1,3,1,49,"Hubbard v. Ashcroft","Becker, Edward R.","employment","3",2002
0,1,2,1,56,"Lamb-Bowman v. Del. State Univ.","Roth, Jane R.","employment","3",2002
0,0,0,1,47,"Jackson v. Chubb Corp.","Scirica, Anthony J.","employment","3",2002
0,0,1,0,NA,"Easter v. Grassi","Barry, Maryanne","employment","3",2002
0,0,3,1,49,"Flateau v. S.C. Comm'n for the Blind","Niemeyer, Paul V.","employment","4",2002
1,2,3,1,44,"Nye v. Roberts","Wilkins, William W.","employment","4",2002
0,1,2,1,49,"Cecala v. NationsBank Corp.","Widener, Hiram Emory, Jr.","employment","4",2002
0,0,3,1,49,"Silvey v. Chao","Niemeyer, Paul V.","employment","4",2002
0,2,3,1,44,"Purdham v. Strategic Techs., Inc.","Wilkins, William W.","pregnancy","4",2002
1,1,2,1,37,"Landoll v. Bd. of Supervisors of Pittsylvania County","Luttig, J. Michael","employment","4",2002
0,1,2,1,40,"Sloan v. Winn-Dixie Raleigh, Inc.","Wilkinson, J. Harvie, III","employment","4",2002
1,1,1,0,NA,"Golson v. Green Tree Fin. Servicing Corp.","Michael, M. Blane","pregnancy","4",2002
1,2,4,1,41,"Wagner v. Dillard Dep't Stores, Inc.","Williams, Karen J.","employment","4",2001
0,0,3,1,49,"Van Slyke v. Northrop Grumman Corp.","Niemeyer, Paul V.","employment","4",2001
0,2,3,1,44,"Cleary v. Nationwide Mut. Ins. Co.","Wilkins, William W.","employment","4",2001
0,1,2,1,40,"Cleaver-Bascombe v. Daley","Wilkinson, J. Harvie, III","employment","4",2001
0,1,2,1,49,"Becker v. Gannett Satellite Info. Network, Inc.","Widener, Hiram Emory, Jr.","employment","4",2001
0,1,2,1,40,"Ali v. Alamo Rent-A-Car, Inc.","Wilkinson, J. Harvie, III","employment","4",2001
0,2,4,1,41,"Morris v. Waste Mgmt. of Va., Inc.","Williams, Karen J.","employment","4",2001
0,0,3,1,49,"Velten v. Brown","Niemeyer, Paul V.","employment","4",1998
0,2,3,1,44,"Purdham v. Strategic Techs., Inc.","Wilkins, William W.","pregnancy","4",2002
1,2,4,1,41,"Wagner v. Dillard Dep't Stores, Inc.","Williams, Karen J.","pregnancy","4",2001
0,0,2,1,42,"Blunt v. McKinstry","Posner, Richard A.","employment","7",2002
0,1,2,1,47,"Hall v. City of Chi.","Flaum, Joel M.","employment","7",2002
0,1,2,1,47,"Beniushis v. Barnhart","Flaum, Joel M.","employment","7",2002
0,2,2,1,49,"Marinich v. Peoples Gas Light & Coke Co.","Bauer, William J.","employment","7",2002
0,1,2,1,60,"Verwey v. Illinois College of Optometry","Coffey, John L.","employment","7",2002
0,4,7,0,53,"Campana v. City of Greenfield","Cudahy, Richard D.","employment","7",2002
0,4,7,0,53,"Teymer v. Kraft Foods N. Am., Inc.","Cudahy, Richard D.","employment","7",2002
0,0,1,1,54,"McKenzie v. Ill. DOT","Rovner, Ilana","employment","7",2002
0,0,2,1,42,"Francisco v. Principi","Posner, Richard A.","employment","7",2002
0,2,2,1,49,"Villarruel v. Gary Cmty. Sch. Corp.","Bauer, William J.","employment","7",2002
0,0,2,1,42,"Liner v. Dontron, Inc.","Posner, Richard A.","employment","7",2001
0,0,2,1,42,"Pennington v. Polygram Group Distribution","Posner, Richard A.","employment","7",2001
0,2,2,0,59,"Weaver v. United States Postal Serv.","McMillian, Theodore","employment","8",2002
0,0,3,1,51,"Page v. Ark. Dep't of Corr.","Wollman, Roger L.","employment","8",2002
1,0,3,1,51,"Nichols v. Plum Creek Motors Inc.","Wollman, Roger L.","employment","8",2002
0,2,2,1,50,"Dains v. Curators of the Univ. of Mo.","Loken, James B.","employment","8",2002
0,2,3,1,50,"Gardner v. Principi","Bowman, Pasco M.","employment","8",2001
0,0,5,1,57,"Roddy v. Monsanto Co.","Beam, Clarence A.","employment","8",2001
0,NA,2,1,53,"Roach v. Vallen Safety Supply","Hansen, David R.","employment","8",2001
0,2,2,0,44,"Kaye v. Lucent Techs., Inc.","Arnold, Richard S.","employment","8",2001
0,2,2,0,44,"Burds v. Union Pac. Corp.","Arnold, Richard S.","employment","8",2000
0,NA,2,1,53,"Ghassemlou v. Hennepin County","Hansen, David R.","employment","8",1999
0,2,2,0,59,"Amine v. St. Louis Univ.","McMillian, Theodore","employment","8",1999
0,3,6,1,48,"Clark v. Eagle Food Ctrs.","Fagg, George B.","employment","8",1997
1,NA,NA,NA,NA,"Lansdale v. Hi-Health Supermart Corp.","Walter K. Stapleton","employment","9",2002
0,2,2,0,39,"Correa v. Hawaiian Airlines, Inc.","Schroeder, Mary Murphy","employment","9",2002
0,1,2,0,51,"O'Gara v. Cal. College of Podiatric Med.","Nelson, Dorothy Wright","employment","9",2002
1,1,2,0,NA,"Flores v. CNG Fin. Corp.","Fisher, Raymond","employment","9",2002
0,0,2,0,NA,"Bauer v. Bd. of Supervisors","Hawkins, Michael Daly","employment","9",2002
1,2,5,1,48,"Margolis v. Tektronix, Inc.","Goodwin, Alfred T.","employment","9",2002
0,1,3,1,46,"Johnson v. ITT Indus.","Kleinfeld, Andrew J.","employment","9",2002
1,2,3,0,46,"Woods v. Champion Chevrolet","Hug, Procter R.","employment","9",2002
1,NA,NA,1,55,"Everett-Dicko v. Ogden Entm't Servs.","Thompson, David R.","employment","9",2002
0,1,3,0,54,"Kowalow v. Corr. Servs. Corp.","Alarcon, Arthur L.","employment","9",2002
0,1,3,0,54,"EEOC v. Micron Tech., Inc.","Alarcon, Arthur L.","employment","9",2002
1,1,3,0,49,"Wood v. Wick Communs. Co.","Reinhardt, Stephen R.","employment","9",2002
0,2,5,1,48,"Holmes v. Runyon","Goodwin, Alfred T.","employment","9",2002
0,1,3,0,49,"Summers v. Nev. ex rel. Dep't of Prisons","Canby, William C.","employment","9",2001
1,NA,NA,NA,NA,"Schneider v. San Diego County","Browning","employment","9",2001
0,2,5,1,48,"Grimes v. W. Group Co.","Goodwin, Alfred T.","employment","9",2001
0,2,4,0,59,"Busby v. Kramer","Ferguson, Warren J.","employment","9",2001
1,2,5,1,48,"Leeny v. Clark County","Goodwin, Alfred T.","employment","9",2001
1,0,0,0,NA,"Alexander v. Principi","Wardlaw, Kim","employment","9",2001
1,1,3,0,49,"Nichols v. Azteca Rest. Enters.","Reinhardt, Stephen R.","employment","9",2001
0,2,3,0,46,"Decker v. Barram","Hug, Procter R.","employment","9",2001
0,0,1,1,59,"Best v. Cal. Dep't of Corr.","Magill, Frank J.","employment","9",2001
0,0,3,1,35,"Morgan v. Tenet","Kozinski, Alex","employment","9",2001
0,2,3,1,59,"Martin v. Fireman's Fund Ins. Co.","Noonan, John T.","employment","9",2001
0,2,4,0,56,"Burks v. Dep't of Ariz. Econ. Sec.","Fletcher, Betty B.","employment","9",2001
0,2,4,0,56,"Garland v. City of Seattle","Fletcher, Betty B.","employment","9",2001
1,NA,NA,NA,NA,"Ngo v. Reno Hilton Resort Corp.","Browning","employment","9",1998
0,0,2,1,57,"Summers v. University of Nevada Las Vegas","Wiggins, Charles E.","employment","9",1996
1,1,3,0,49,"EEOC v. Commun. Tech. Sys.","Canby, William C.","pregnancy","9",2001
0,NA,NA,1,55,"Barnett v. Nevada ex rel. Its Dep't of Prisons","Thompson, David R.","pregnancy","9",2001
0,0,0,0,48,"O'Neal v. Thompson","Briscoe, Mary","employment","10",2002
0,2,4,1,39,"Mitani v. Ihc Health Servs.","Tacha, Deanell R.","employment","10",2002
0,0,0,0,48,"Jackson v. United States Postal Serv.","Briscoe, Mary","employment","10",2002
0,0,1,0,NA,"Conkle v. Potter","Henry, Robert Harlan","employment","10",2002
0,3,4,0,39,"Worley v. Bd. of County Comm'rs","Seymour, Stephanie Kulp","employment","10",2002
0,0,1,0,NA,"Duran v. N.M. DOL","Henry, Robert Harlan","employment","10",2002
0,2,4,1,39,"Lewis v. Okla. ex rel. Bd. of Regents","Tacha, Deanell R.","employment","10",2002
0,2,4,1,48,"Walden v. Principi","Ebel, David M.","employment","10",2002
0,2,4,1,48,"Zinke v. Slater","Ebel, David M.","employment","10",2002
1,1,2,0,48,"Rogers v. City-County Health Dep't","Murphy, Michael","employment","10",2002
0,1,2,0,48,"Bateman v. UPS","Murphy, Michael","employment","10",2002
1,2,4,1,39,"Dawson v. Abraham","Tacha, Deanell R.","employment","10",2002
0,1,2,0,48,"Duran v. N.M. Dep't of Labor","Murphy, Michael","employment","10",2002
0,1,1,0,55,"Powell v. Cobe Labs., Inc.","Lucero, Carlos","employment","10",2002
0,2,4,1,48,"Myers v. Colgate-Palmolive Co.","Ebel, David M.","employment","10",2002
0,2,4,1,48,"Wickman v. Henderson","Ebel, David M.","employment","10",2001
0,2,4,1,48,"Pfahl v. Synthes (USA)","Ebel, David M.","employment","10",2001
0,2,4,1,39,"DeFlon v. Danka Corp.","Tacha, Deanell R.","employment","10",2001
0,3,4,0,39,"Gallegos v. Los Alamos County Fire Dep't","Seymour, Stephanie Kulp","employment","10",2000
0,0,2,1,54,"Welder v. Univ. of Okla. Bd. of Regents ex rel. Oklahoma","Brorby, Wade","employment","10",2000
0,0,2,1,49,"Moghadassi v. Okla. Dep't of Envtl. Quality","Baldock, Bobby R.","employment","10",2000
0,2,4,1,39,"Lundien v. United Airlines","Tacha, Deanell R.","employment","10",2000
0,1,1,0,55,"Evans v. Dean Foods Co.","Lucero, Carlos","employment","10",2000
1,0,2,1,54,"Apgar v. Wyoming","Brorby, Wade","employment","10",2000
0,2,4,1,39,"Mohankumar v. Kansas State Univ.","Tacha, Deanell R.","employment","10",2000
1,3,5,1,52,"Toth v. Gates Rubber Co.","Kelly, Paul J., Jr.","employment","10",2000
0,2,4,1,48,"Barr v. Runyon","Ebel, David M.","employment","10",2000
0,2,4,1,39,"Schwinn v. Human Affairs Int'l, Inc.","Tacha, Deanell R.","employment","10",2000
0,2,4,1,39,"Tutton v. ABC Supply Co.","Tacha, Deanell R.","employment","10",2000
0,3,5,1,52,"Phillips v. Widnall","Kelly, Paul J., Jr.","employment","10",2000
0,0,2,1,49,"Bradley v. Gear Prods.","Baldock, Bobby R.","employment","10",2000
0,0,0,0,48,"Barzellone v. City of Tulsa","Briscoe, Mary","employment","10",2000
0,3,4,0,39,"Squire v. United Airlines, Inc.","Seymour, Stephanie Kulp","employment","10",2000
1,0,2,1,54,"Powell v. COBE Lab., Inc.","Brorby, Wade","employment","10",2000
0,0,2,1,54,"Sturdivan v. Tri-State Feeders, Inc.","Brorby, Wade","employment","10",2000
0,2,4,1,48,"Robben v. Runyon","Ebel, David M.","employment","10",2000
0,2,4,1,48,"Paumer v. Crown Cork & Seal Co.","Ebel, David M.","employment","10",2000
1,2,4,1,48,"Adams v. American Airlines, Inc.","Ebel, David M.","employment","10",2000
0,1,1,1,53,"Marion v. Slaughter Co.","Anderson, Stephen H.","employment","10",1999
1,2,4,1,48,"Jessen v. Babbitt","Ebel, David M.","employment","10",1999
0,0,2,1,54,"Caskey v. Commonwealth Broad., Inc.","Brorby, Wade","employment","10",1999
0,1,1,1,53,"Mann v. Hutchinson Pub. Sch.","Anderson, Stephen H.","employment","10",1999
0,0,2,1,49,"Richardson-Longmire v. Kansas","Baldock, Bobby R.","employment","10",1999
0,0,2,1,49,"Gearhart v. Sears, Roebuck & Co.","Baldock, Bobby R.","employment","10",1999
1,1,3,1,NA,"Corbin v. Runyon","Porfilio, John","employment","10",1999
0,0,2,1,54,"Miller v. Regents of the Univ. of Colo.","Brorby, Wade","employment","10",1999
1,0,2,1,54,"Pascouau v. Martin Marietta Corp.","Brorby, Wade","employment","10",1999
0,1,1,1,53,"Welsh v. City of Shawnee","Anderson, Stephen H.","employment","10",1999
0,1,3,1,NA,"Yurmann v. West","Porfilio, John","employment","10",1999
0,0,2,1,54,"Holmes v. Regents of the Univ. of Colo.","Brorby, Wade","employment","10",1999
0,1,3,1,NA,"Trujillo-Cummings v. Public Serv. Co.","Porfilio, John","employment","10",1999
1,0,0,0,48,"Raleigh v. Snowbird Corp.","Briscoe, Mary","employment","10",1999
0,1,3,1,NA,"Johnson v. E.A. Miller, Inc.","Porfilio, John","employment","10",1999
0,3,4,0,39,"Gagliano v. Storage Tech. Corp.","Seymour, Stephanie Kulp","employment","10",1999
0,0,2,1,54,"Thomas v. Board of Educ., Unified Sch. Dist. No. 501","Brorby, Wade","employment","10",1998
0,1,3,1,NA,"Houck v. City of Prairie Village","Porfilio, John","employment","10",1998
0,0,2,1,49,"Richmond v. Oklahoma Univ. Bd. of Regents","Baldock, Bobby R.","employment","10",1998
0,0,2,1,54,"Thomson v. Schlumberger Well Servs.","Brorby, Wade","employment","10",1998
0,0,2,1,54,"Jones v. Oklahoma Empl. Sec. Comm'n","Brorby, Wade","employment","10",1998
0,3,4,0,39,"Schroder v. Runyon","Seymour, Stephanie Kulp","employment","10",1998
0,0,2,1,49,"Kaufman v. BDM Techs.","Baldock, Bobby R.","employment","10",1998
0,2,4,1,39,"Mobley v. Dillon Cos.","Tacha, Deanell R.","employment","10",1998
0,3,5,1,52,"Young v. Cobe Lab.","Kelly, Paul J., Jr.","employment","10",1998
0,2,4,1,39,"Birge v. Apfel","Tacha, Deanell R.","employment","10",1998
0,1,3,1,NA,"Martinez v. Northern Rio Arriba Elec. Coop.","Porfilio, John","employment","10",1998
0,3,4,0,39,"Myers v. LeFlore County Bd. of Comm'rs","Seymour, Stephanie Kulp","employment","10",1998
0,3,5,1,52,"Griffin v. Dillon Family & Youth Servs.","Kelly, Paul J., Jr.","employment","10",1997
0,0,2,1,49,"Brasko v. City of Caney","Baldock, Bobby R.","employment","10",1997
0,1,1,1,53,"Redding v. AT&T Corp.","Anderson, Stephen H.","pregnancy","10",1997
0,0,2,1,54,"Torre v. Federated Mut. Ins. Co.","Brorby, Wade","employment","10",1997
0,0,2,1,54,"Corey v. United States","Brorby, Wade","employment","10",1997
0,0,2,1,54,"Paulsboe v. Farnam Cos.","Brorby, Wade","employment","10",1997
0,0,0,0,48,"Frank v. Garden Med. Clinic, P.A.","Briscoe, Mary","employment","10",1997
0,0,2,1,54,"Steere v. Sanderson","Brorby, Wade","employment","10",1997
0,3,4,0,39,"Sharon v. Yellow Freight Sys.","Seymour, Stephanie Kulp","employment","10",1997
